NDC,Cellular Operator,Telecom Circles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8100,R,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8101,R,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8102,R,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8103,R,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8104,y,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8105,A,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8106,A,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8107,A,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8108,I,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8109,T,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8110,V,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8111,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8112,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8113,I,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8114,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8115,U,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8116,A,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8117,U,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8118,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8119,A,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8120,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8121,T,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8122,T,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8123,T,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8124,I,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8125,T,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8126,A,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8127,A,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8128,A,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8129,A,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8130,A,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8131,A,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8132,A,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8133,A,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8134,A,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8135,A,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8136,A,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8137,A,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8138,A,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8139,A,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8140,I,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8141,V,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8142,V,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8143,T,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8144,R,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8145,V,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8146,A,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8147,T,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8148,T,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8149,T,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8150,I,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8151,I,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8152,I,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8153,I,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8154,I,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8155,I,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8156,I,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8157,I,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8158,A,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8159,A,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8160,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8161,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8162,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8163,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8164,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8165,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8166,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8167,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8168,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8169,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8170,A,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8171,A,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8172,A,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8173,A,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8174,A,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8175,*,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8176,T,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8177,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8178,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8179,A,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8180,U,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8181,C,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8182,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8183,y,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8184,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8185,I,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8186,I,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8187,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8188,T,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8189,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8190,I,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8191,I,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8192,I,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8193,I,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8194,I,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8195,I,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8196,I,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8197,A,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8198,I,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8199,I,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8200,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8201,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8202,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8203,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8204,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8205,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8206,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8207,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8208,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8209,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8210,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8211,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8212,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8213,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8214,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8215,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8216,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8217,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8218,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8219,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8220,A,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8221,I,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8222,I,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8223,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8224,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8225,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8226,I,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8227,I,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8228,I,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8229,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8230,R,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8231,R,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8232,R,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8233,T,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8234,R,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8235,T,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8236,R,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8237,T,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8238,V,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8239,V,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8240,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8241,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8242,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8243,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8244,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8245,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8246,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8247,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8248,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8249,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8250,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8251,R,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8252,R,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8253,R,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8254,R,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8255,R,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8256,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8257,V,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8258,V,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8259,V,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8260,R,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8261,R,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8262,R,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8263,R,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8264,D,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8265,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8266,T,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8267,T,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8268,D,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8269,D,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8270,U,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8271,U,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8272,T,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8273,U,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8274,T,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8275,B,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8276,T,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8277,B,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8278,B,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8279,B,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8280,B,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8281,B,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8282,T,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8283,A,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8284,A,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8285,C,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8286,C,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8287,R,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8288,A,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8289,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8290,A,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8291,U,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8292,A,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8293,T,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8294,A,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8295,A,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8296,T,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8297,V,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8298,V,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8299,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8300,B,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8301,B,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8302,R,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8303,R,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8304,B,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8305,R,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8306,R,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8307,R,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8308,I,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8309,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8310,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8311,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8312,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8313,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8314,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8315,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8316,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8317,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8318,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8319,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8320,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8321,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8322,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8323,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8324,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8325,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8326,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8327,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8328,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8329,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8330,B,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8331,B,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8332,B,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8333,B,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8334,V,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8335,V,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8336,V,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8337,V,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8338,V,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8339,V,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8340,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8341,U,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8342,V,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8343,I,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8344,C,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8345,I,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8346,I,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8347,I,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8348,V,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8349,A,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8350,I,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8351,I,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8352,I,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8353,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8354,U,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8355,U,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8356,U,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8357,V,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8358,V,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8359,V,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8360,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8361,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8362,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8363,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8364,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8365,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8366,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8367,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8368,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8369,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8370,V,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8371,V,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8372,V,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8373,V,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8374,A,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8375,V,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8376,V,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8377,V,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8378,I,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8379,I,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8380,I,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8381,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8382,U,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8383,U,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8384,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8385,C,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8386,C,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8387,C,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8388,R,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8389,R,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8390,V,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8391,R,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8392,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8393,V,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8394,V,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8395,V,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8396,V,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8397,V,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8398,V,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8399,V,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8400,A,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8401,U,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8402,V,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8403,V,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8404,V,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8405,V,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8406,V,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8407,V,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8408,V,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8409,U,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8410,C,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8411,V,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8412,V,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8413,A,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8414,A,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8415,A,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8416,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8417,I,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8418,I,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8419,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8420,A,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8421,U,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8422,I,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8423,U,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8424,I,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8425,I,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8426,I,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8427,A,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8428,D,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8429,r,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8430,R,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8431,R,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8432,y,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8433,y,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8434,y,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8435,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8436,U,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8437,I,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8438,T,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8439,T,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8440,I,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8441,I,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8442,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8443,R,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8444,R,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8445,U,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8446,T,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8447,V,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8448,r,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8449,I,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8450,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8451,A,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8452,A,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8453,y,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8454,A,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8455,A,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8456,A,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8457,A,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8458,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8459,y,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8460,T,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8461,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8462,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8463,I,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8464,I,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8465,I,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8466,I,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8467,R,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
